imdb_title,tconst,mean_pooled,sd_pooled,skew_pooled,mean_males,sd_males,skew_males,men_all_count,mean_females,sd_females,skew_females,women_all_count,bom_total_gross,FLead,kim_violence_gore,kim_sex_nudity,kim_language,major,bom_studio,bom_opening_theaters,genres_count,bom_year,bom_open_month,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci_Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,Rtail,Ltail,tickets_sold_est,log_bom_opening_theaters
She's Out of My League,tt0815236,6.54979011536317,1.7174831757121,-0.42362222585134,6.63213215050474,1.64975092032815,-0.42459683847296,81725,6.22110970010745,1.93007793106599,-0.289306381620154,20474,32010860,0,4,7,10,1,Par.,2956,2,2010,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.246489691679958,0.0470356852806779,4057143.21926489,7.991592282068092
Flipped,tt0817177,7.87718203491256,1.52565214661237,-0.975086697403533,7.76659631875618,1.51449638352451,-1.05433746171455,37433,8.042328253411,1.52735662549566,-0.894175409232117,25066,1755212,1,2,2,4,1,WB,45,3,2010,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.63757820125122,0.0142722283556537,222460.329531052,3.8066624897703196
Valentine's Day,tt0817230,5.90175207337837,2.02192996617202,-0.227330474331111,5.71230425997643,2.01091759753807,-0.282578313143084,47512,6.10856328837626,2.01365928894671,-0.175172534443216,43523,110485654,1,2,6,4,0,WB (NL),3665,2,2010,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.182567144504861,0.111539517767891,14003251.4575412,8.206583614320753
The Last Station,tt0824758,7.09179739431002,1.55649291635427,-0.695360843556793,6.95629097720887,1.55303288363067,-0.742377032681822,9609,7.33137074517019,1.53370915201168,-0.639730759393125,5435,6617867,1,3,7,4,0,SPC,3,3,2010,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3677213507046,0.0257245413453869,838766.413181242,1.0986122886681098
The Town,tt0840361,7.61439761121689,1.36794010630245,-0.95514864958479,7.63646288209607,1.33711431690706,-0.94062336606598,243656,7.45457788347206,1.56404154616883,-0.92714494980645,33640,92186262,0,8,7,10,1,WB,2861,3,2010,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.566023310830304,0.0126291039178351,11683936.8821293,7.95892649305011
The Kids Are All Right,tt0842926,7.00355119002644,1.62036672106572,-1.08364402353986,7.02010410804727,1.58837749941603,-1.14332807035121,71080,6.96974137931035,1.68333593341337,-0.972126533219702,34800,20811365,1,3,10,8,0,Focus,7,3,2010,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.375188893086513,0.0379391764261428,2637688.84664132,1.9459101490553132
My Soul to Take,tt0872230,5.05274618920881,2.35056055391261,0.238797336965269,4.87409609513097,2.27413546911037,0.269533263584033,12446,5.59691629955947,2.49195135944004,0.0681935608433757,4086,14744435,0,8,4,10,1,Uni.,2572,3,2010,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.14505202032422,0.253871279941931,1868749.68314322,7.85243908535751
Please Give,tt0878835,6.57984512348263,1.74814181591745,-0.73123748762749,6.58013698630137,1.71955221643497,-0.748129817877841,7300,6.57890070921986,1.8380018642831,-0.682451221163664,2256,4033574,1,3,7,6,0,SPC,5,2,2010,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277521975722059,0.0568229384679782,511226.108998733,1.6094379124341003
Eat Pray Love,tt0879870,5.94638526084271,2.19107651331143,-0.264826200084479,5.48413178417953,2.1836762777832,-0.225071575828151,31415,6.3616942172396,2.11318952015163,-0.295492962723359,34966,80574010,1,2,5,5,1,Sony,3082,2,2010,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.220334131754568,0.130248113164912,10212168.5678073,8.033334015880062
The Switch,tt0889573,6.22838693013044,1.71342196139823,-0.231600327094368,6.09116240291369,1.62681133908681,-0.282074276200133,45578,6.42474569885721,1.81228436006726,-0.247620896222226,31852,27779426,1,3,6,4,0,Mira.,2012,3,2010,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.184618364974816,0.0566576262430582,3520839.79721166,7.60688453121963
Letters to Juliet,tt0892318,6.78311916298013,1.92461470194415,-0.42951468019755,6.41795700122535,1.88231036579785,-0.468670045741522,26931,7.00524009576727,1.91617754129057,-0.439249194353217,44274,53032453,1,1,3,2,0,Sum.,2968,3,2010,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330145354961028,0.0536338740257004,6721476.93282636,7.995643604287271
How to Train Your Dragon,tt0892769,8.21171182352625,1.40249921356683,-1.27103631626603,8.12215393763827,1.39250568370879,-1.27326477171952,366603,8.4927539953605,1.39661008627074,-1.37684506847784,116823,217581231,0,3,2,1,0,P/DW,4055,3,2010,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746147290381568,0.0102849246834055,27576835.3612167,8.307705966549513
Shrek Forever After,tt0892791,6.41398588180556,1.75454629299373,-0.38993120365077,6.34787599370103,1.70815131458019,-0.423407234724931,105414,6.63082236535051,1.88258150350366,-0.3760648909258,32139,238736787,0,3,3,2,0,P/DW,4359,3,2010,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222081670337979,0.0553313995332708,30258147.9087452,8.379997952238393
Harry Potter and the Deathly Hallows: Part 1,tt0926084,7.81407745613832,1.68286214996638,-1.11632533275919,7.62067737719799,1.68152753949938,-1.12086499289477,255574,8.36571728309636,1.56008519285895,-1.26164959644075,89602,295983305,0,7,4,3,1,WB,4125,3,2010,11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.615341159292651,0.0229274341205646,37513726.869455,8.324821298768782
Rabbit Hole,tt0935075,6.99062269259168,1.60090109786151,-0.795334240356323,6.98725392517264,1.6034417991255,-0.830291981828006,29107,6.99913217044173,1.59450299319957,-0.705273557905255,11523,2229058,1,4,2,5,0,LGF,5,1,2010,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358011321683485,0.0323406349987694,282516.856780735,1.6094379124341003
The Last Airbender,tt0938283,4.36392606208448,2.6868206686591,0.431730011221345,4.2515236978589,2.61369082255813,0.465298249785515,94671,4.85315617672751,2.9346521133852,0.234902798633466,21751,131772187,0,5,1,1,1,Par.,3169,3,2010,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134699627218223,0.415059009465565,16701164.3852978,8.06117135969092
Salt,tt0944835,6.50880637742338,1.74163631545654,-0.554169052517202,6.47583175421702,1.69837385488517,-0.585346562982085,193146,6.65131004855347,1.91089674070449,-0.504149182448916,44693,118311368,1,7,3,4,1,Sony,3612,3,2010,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.244261874629476,0.0539314410168223,14995103.6755387,8.192016914536875
Black Swan,tt0947798,7.91004189121577,1.73111988929072,-1.49716622223646,7.89582788369147,1.70002901399084,-1.51557096928003,386111,7.94532887545811,1.80551423117466,-1.46149582687855,155530,106954678,1,8,8,6,0,FoxS,18,2,2010,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.690296709444078,0.0311922472634088,13555725.982256,2.8903717578961645
Green Zone,tt0947810,6.91464842835059,1.49804041613429,-0.760230103008438,6.9210322528738,1.47801473913086,-0.750848968764733,99433,6.82771843330594,1.74584523680981,-0.774168982234916,7302,35053660,0,7,1,8,1,Uni.,3003,3,2010,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.305195109383052,0.0270014521946878,4442795.94423321,8.00736706798333
The Yellow Handkerchief,tt0954990,6.99442435201929,1.86906735186061,-0.679155175811925,6.86043795620438,1.75294223151159,-0.807517790146552,3425,7.13734039240112,1.97574331506531,-0.632923694160581,3211,318623,0,3,5,5,0,Gold.,7,2,2010,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3583484026522,0.0462628089210368,40383.1432192649,1.9459101490553132
Robin Hood,tt0955308,6.74433653818168,1.65051110913625,-0.606421293265834,6.71704856236822,1.6222807585116,-0.620994245470552,178801,6.92276467361492,1.81431066607869,-0.599080160753469,27345,105269730,0,8,4,3,1,Uni.,3503,3,2010,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.289954692305453,0.0388608073889379,13342171.1026616,8.161375023197486
The Sorcerer's Apprentice,tt0963966,6.28198480107286,1.81277555244266,-0.272891443258662,6.20634218437378,1.76913070180736,-0.292268902872167,99461,6.60112836175448,1.95445543999424,-0.314468082039553,23574,63150991,0,5,2,2,1,BV,3504,3,2010,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209233145040029,0.0645426098264721,8003927.8833967,8.161660452056282
The Fighter,tt0964517,7.89165975088293,1.26932418332916,-1.11700633668415,7.90465721331166,1.24204037535343,-1.09426674465705,235613,7.79912980420595,1.44543307596967,-1.14851431706818,33096,93617009,0,7,6,10,1,Par.,4,3,2010,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.680222843298885,0.0090395185870216,11865273.6375158,1.3862943611198906
Little Fockers,tt0970866,5.57196690423528,1.85980427462715,-0.0845252839891007,5.53110542089795,1.82029498374779,-0.118030696911766,68734,5.73999401734969,2.00546718941107,-0.026493323055833,16715,148438600,0,5,6,4,1,Uni.,3536,2,2010,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.114688293602032,0.117321443200037,18813510.7731305,8.170751423757535
Fair Game,tt0977855,6.85766348424186,1.57887363970861,-0.832177184266991,6.84162816022604,1.56396465264526,-0.858689070971858,33977,6.96691397633848,1.67300484392634,-0.710575385062443,4987,9540691,1,4,3,5,0,Sum.,46,3,2010,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.299507237449954,0.0329791602504876,1209213.05449937,3.828641396489095
Lottery Ticket,tt0979434,5.28286548964817,2.57274890144321,0.0731753821293903,5.16684774173522,2.56276803226791,0.0839055276262913,6443,5.80559440559441,2.55354899846907,0.0264964754268295,1430,24719879,0,5,6,5,1,WB,1973,1,2010,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184173758414836,0.231042804521783,3133064.51204056,7.587310506022615
The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0980970,6.48975835156888,1.81560578663518,-0.285324293798146,6.29813858501242,1.76363096719609,-0.315812912139753,76877,6.98743243243243,1.85381966447268,-0.350869635112191,29600,104386950,0,5,1,1,1,Fox,3555,3,2010,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241798698310433,0.0523211585600646,13230285.1711027,8.176110342237342
Machete,tt0985694,6.68001977001714,2.02210611736402,-0.726802354553012,6.6907711671259,1.99595964808446,-0.726911577434126,146985,6.55706838870303,2.29658588972889,-0.673101584711049,12853,26593646,0,10,8,8,1,Fox,2670,3,2010,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333231146535868,0.0761646166743828,3370550.82382763,7.8898337513942955
Dear John,tt0989757,6.59591528427414,2.01237132933591,-0.398261672189695,6.30352337973262,1.99072877627252,-0.449021704541217,47199,6.84207334474886,1.99751784592906,-0.37759612972847,56064,80014842,0,4,6,4,0,SGem,2969,3,2010,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.299933180325964,0.0670424062829862,10141298.0988593,7.99598047476376
Megamind,tt1001526,7.40378062631835,1.49416783810767,-0.657355360154846,7.36930108940098,1.45044710035173,-0.667465741102759,136956,7.53639631543473,1.64487535020692,-0.681876547286961,35608,148415853,0,4,2,3,0,P/DW,3944,3,2010,11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469425836211493,0.0159882710182889,18810627.756654,8.279950715722526
Knight and Day,tt1013743,6.38551766314618,1.75880758909869,-0.43547430409667,6.3482387312187,1.70139813646419,-0.471643481758489,119800,6.55909673908819,1.99547055324405,-0.397227727486526,25729,76423035,0,7,4,5,1,Fox,3098,3,2010,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219873702148713,0.0585038033656522,9686062.73764258,8.038512020976814
Alice in Wonderland,tt1014759,6.59241366308234,1.84899183150452,-0.487926472852221,6.37671353941632,1.80181878731667,-0.530407148961594,203672,7.06296994494548,1.86321942710385,-0.53245927358988,93362,334191110,1,5,2,1,1,BV,3728,3,2010,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28112606637624,0.0580236605910435,42356287.7059569,8.223627175805483
The Runaways,tt1017451,6.74631794119189,1.84778892631375,-0.525850726066082,6.52648880419247,1.74041718858497,-0.614986896749411,20990,7.01508620689655,1.93758694774683,-0.550018327354965,17168,3573673,1,4,8,10,0,App.,244,3,2010,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.297866764505477,0.0493736569002568,452937.00887199,5.497168225293202
Splice,tt1017460,5.71014212884289,1.96569500990822,-0.389794251655946,5.73813005600498,1.90913936913194,-0.407199543421463,64280,5.5758435353837,2.21225240239528,-0.283112543457272,13396,17010170,0,8,8,6,1,WB,2450,3,2010,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.147535918430403,0.128585406045625,2155915.08238276,7.803843303538772
Coco Chanel & Igor Stravinsky,tt1023441,6.48198636806232,1.76304110399278,-0.394264823867493,6.32092004381161,1.76969366321138,-0.466197204844557,2739,6.6661101836394,1.73757301366982,-0.308037086214361,2396,1621226,1,2,8,3,0,SPC,3,3,2010,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.245569620253165,0.053554040895813,205478.580481622,1.0986122886681098
Wall Street: Money Never Sleeps,tt1027718,6.30642556523441,1.63454804048941,-0.447601547246225,6.3093505194733,1.61258568847822,-0.454333082761732,71996,6.28480492813142,1.78848558245491,-0.398878024396059,9740,52474616,0,3,4,5,1,Fox,3565,1,2010,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181095233434472,0.0507854556131937,6650775.15842839,8.178919332848396
Secretariat,tt1028576,7.38899776035834,1.76454441375,-0.971377525335915,7.2429746835443,1.71518095210211,-0.959524291466941,15800,7.79865056818182,1.83533026377055,-1.18244858287358,5632,59713955,1,3,2,3,1,BV,3072,3,2010,10,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478116834639791,0.0332680104516611,7568308.61850444,8.030084094267563
The Warrior's Way,tt1032751,6.50040845965326,1.9645163482503,-0.430886912004783,6.45399177790184,1.93036898313721,-0.416599367473251,19703,6.89274989274989,2.19394283918828,-0.65220213422469,2331,5666340,0,10,5,4,0,Rela.,1622,3,2010,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.276572569665063,0.0709812108559499,718167.300380228,7.3914152346753585
The Book of Eli,tt1037705,6.9591034551274,1.7454294851323,-0.733540567406211,6.95284840993153,1.72012183489919,-0.743434336148196,207098,7.01216564944906,1.9461599046986,-0.681579489372556,24413,94835059,0,9,5,6,1,WB,3111,3,2010,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363922232636894,0.0413630453844526,12019652.5982256,8.042699496897637
Legion,tt1038686,5.32882116527357,2.11589452172392,0.0286187254802568,5.22358754783935,2.05842694529057,0.0157358325456178,68197,5.88441588604165,2.31878751578196,-0.0871460077559075,12917,40168080,0,8,2,7,0,SGem,2476,3,2010,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131900781615997,0.181140123776413,5091011.40684411,7.814399633804487
The Bounty Hunter,tt1038919,5.69992602856756,1.89240183254676,-0.0553066706831772,5.55962447057384,1.81188627435828,-0.109321535534063,65401,5.99996730102675,2.02163666667628,-0.0642099789129988,30582,67061228,1,5,5,4,1,Sony,3074,3,2010,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13824323057208,0.109321442338748,8499521.92648923,8.03073492409854
I Love You Phillip Morris,tt1045772,6.67688731603484,1.90808230638019,-0.812950897824669,6.57900542963027,1.89670887169326,-0.840390111689697,58015,6.98281435190174,1.91120032878386,-0.78101719592506,18562,2037459,0,5,9,9,0,RAtt.,6,3,2010,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311190044007992,0.066090340441647,258233.079847909,1.791759469228055
Repo Men,tt1053424,6.40343991283055,1.76319845057699,-0.548154151698341,6.38669262452488,1.73181126224775,-0.549258347613454,75507,6.53189760260057,1.98293502334167,-0.58115308204912,9844,13794835,0,8,7,8,1,Uni.,2521,3,2010,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230764724490633,0.0613349579969772,1748394.8035488,7.83241092718792
Life as We Know It,tt1055292,6.79060512082306,1.76317760344381,-0.352614317550765,6.46610664109726,1.69789223515488,-0.418883256898983,47974,7.12536825581145,1.76671045109255,-0.372349481813246,46503,53374681,1,3,5,5,1,WB,3150,3,2010,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.302602749875631,0.0385490648517629,6764851.83776933,8.055157731819678
Jonah Hex,tt1075747,4.82095333975313,2.04848231054056,0.258483723767838,4.81934579890805,2.02024558241775,0.257366073496426,41394,4.83643555141927,2.30297710777,0.255989704427988,4298,10547117,0,7,4,4,1,WB,2825,3,2010,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084019084303598,0.243828241267618,1336770.21546261,7.946263643580541
Killers,tt1103153,5.60809730230209,2.08473391979867,-0.0611762321788287,5.39966687309146,2.00693805342531,-0.0903663666357117,46829,6.00723807965977,2.171026716943,-0.105923874512926,24454,47059963,1,6,6,5,0,LGF,2859,3,2010,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1541040640826,0.143330106757572,5964507.35107731,7.958227192322312
TRON: Legacy,tt1104001,6.93770093141672,1.82398050191033,-0.594327035750882,6.94928129651666,1.80085461817479,-0.598363203559368,221023,6.86038784510361,1.9697202834075,-0.550277868086945,33106,172062763,0,5,2,2,1,BV,3451,3,2010,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.366825509878841,0.0440445600462757,21807701.2674271,8.146419323098003
Blue Valentine,tt1120985,7.3728245073934,1.70136565937448,-1.017783075292,7.4049479027518,1.63447686454686,-1.07384454624361,93575,7.31459455271009,1.8149135218206,-0.918325104009078,51622,9706328,0,4,8,8,0,Wein.,4,2,2010,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.512786076847318,0.0328450312334277,1230206.33713561,1.3862943611198906
Mother and Child,tt1121977,7.26584107327141,1.75989875162815,-1.08141991681771,7.13218665392579,1.77107682992654,-1.09373199982682,6279,7.51187335092348,1.71232115355996,-1.07951707545638,3411,1110509,1,3,8,5,0,SPC,4,2,2010,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.466769865841073,0.0400412796697626,140748.922686946,1.3862943611198906
Burlesque,tt1126591,6.73858398275576,2.16430547616754,-0.473070111622859,6.32013391826368,2.2098299287038,-0.402099688157504,25986,7.0553839878802,2.07380440634122,-0.511784123986265,34324,39440655,1,2,6,5,0,SGem,3037,3,2010,11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.354203283037639,0.0781628254020892,4998815.58935361,8.01862546504575
Morning Glory,tt1126618,6.61850985408217,1.60697367572744,-0.362097667892452,6.55034930684423,1.56001487604205,-0.428086239614754,36644,6.72818688798138,1.6740006264977,-0.304288196800328,22773,31011732,1,3,6,5,1,Par.,2518,3,2010,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.242287560799098,0.0358819866368211,3930511.02661597,7.831220214604293
Shutter Island,tt1130884,8.19200950639118,1.42659347115395,-1.39539262866022,8.180090279023,1.41100350021344,-1.3977754750962,641345,8.24140716376631,1.4884531576203,-1.39536483467239,154751,128012934,0,9,7,6,1,Par.,2991,2,2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.757364689685666,0.0124218687193504,16224706.4638783,8.003363058629947
The Girl with the Dragon Tattoo,tt1132620,7.89000577229183,1.38578075958333,-1.2518981297864,7.84025135944548,1.36301363127453,-1.28237357136162,135901,8.07989777578072,1.45388760426502,-1.23835050728815,35608,10095170,0,8,9,5,0,MBox,34,3,2010,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.678897317341947,0.0131479980642415,1279489.22686946,3.5263605246161616
Takers,tt1135084,6.40572440877657,1.94167249925807,-0.394170297308866,6.3131098854476,1.8948059510469,-0.425092077152874,40069,6.95282323455698,2.11728166820041,-0.471014042877061,6783,57744720,0,6,4,5,0,SGem,2206,3,2010,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.243298044907368,0.0696875266797575,7318722.43346008,7.698936199813447
The Ghost Writer,tt1139328,7.22852978405125,1.46772326785373,-0.941981843109856,7.24495118179406,1.44106954943194,-0.94987465873355,109283,7.14336560364465,1.59617103468596,-0.875714358985245,21072,15541549,0,4,5,5,0,Sum.,4,3,2010,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.437313490084768,0.0212419930190633,1969778.07351077,1.3862943611198906
Micmacs,tt1149361,7.29620295004752,1.59876513492789,-0.886948829121599,7.23605929707442,1.59412965792437,-0.907852088239232,20372,7.61602714695902,1.58552327502933,-0.839522893917402,3831,1262079,0,6,7,4,0,SPC,4,3,2010,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465231582861629,0.0264430029335206,159959.315589354,1.3862943611198906
The Karate Kid,tt1155076,6.33282030290626,2.06102512600857,-0.549408915376085,6.23069733579946,2.03789106476821,-0.569291769597224,101644,6.83902272505608,2.10002977203278,-0.570584784515422,20506,176591618,0,4,2,1,1,Sony,3663,3,2010,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249709373720835,0.0905771592304544,22381700.6337136,8.206037762778815
City Island,tt1174730,7.49516935884217,1.43267318948863,-0.907478537680522,7.48962944541159,1.39145121268643,-0.930164367351094,20105,7.51348240710293,1.56119456594019,-0.84985076884185,6082,6671036,0,4,6,5,0,Anch.,2,2,2010,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517890556382938,0.0159621186084699,845505.196451204,0.6931471805599453
From Paris with Love,tt1179034,6.55739129513252,1.77665447924769,-0.581660125136459,6.55889345654287,1.75268578975685,-0.600168045729978,85383,6.54310536867899,1.99027988385472,-0.445826369880226,8978,24077427,0,8,6,10,0,LGF,2722,3,2010,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.259015906995475,0.0555420141795869,3051638.40304182,7.909122183211411
A Nightmare on Elm Street,tt1179056,5.40624285233771,2.23541774723702,-0.0075826878303278,5.34498784733627,2.19222050704835,-0.006348114176926,60892,5.68391275217747,2.40216384154596,-0.0713532214945751,13433,63075011,0,9,4,6,0,WB (NL),3332,3,2010,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.153299697275479,0.187662293979146,7994297.9721166,8.111328003286733
When in Rome,tt1185416,5.75899104963385,2.08047440884599,-0.0359873577328337,5.37995652173913,1.98291059557444,-0.0289960075311655,23000,6.09224006116208,2.10706239670109,-0.0969571392802237,26160,32680633,1,3,6,4,1,BV,2456,2,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.176647681041497,0.128275020341741,4142032.06590621,7.806289289267033
Step Up 3D,tt1193631,6.53433795013851,2.29838110387689,-0.422556015945409,6.31245407788391,2.34537297418193,-0.429803737738174,27220,6.87165596202178,2.18230588371637,-0.363178433944886,17905,42400223,1,3,3,5,1,BV,2435,3,2010,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.321396121883657,0.0966869806094183,5373919.26489227,7.79770203551669
Get Low,tt1194263,7.14898682609386,1.51511700174603,-0.724509263452125,7.11064705148984,1.48568384858601,-0.731160385111876,16042,7.36411332633788,1.65455856358628,-0.785301265202959,2859,9176933,0,4,2,4,0,SPC,4,2,2010,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.391936934553727,0.0237553568594254,1163109.37896071,1.3862943611198906
Casino Jack,tt1194417,6.27693050859154,1.61880933907024,-0.462564675761643,6.28959963534149,1.5943231943725,-0.469750552947553,13163,6.15135542168675,1.8399767290395,-0.357031627961901,1328,1042959,0,6,6,9,0,ATO,7,3,2010,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173486991926023,0.0508591539576289,132187.452471483,1.9459101490553132
Diary of a Wimpy Kid,tt1196141,6.3945868945869,1.96377715829367,-0.344731267829904,6.28712156596323,1.92397416867772,-0.368586410154807,23551,6.70941659410374,2.04384623569418,-0.356665886018562,8039,64003625,0,4,3,3,1,Fox,3077,3,2010,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242070275403609,0.0750553972776195,8111993.02915082,8.031710375322042
Brooklyn's Finest,tt1210042,6.742025154054,1.59570479116838,-0.641776774342507,6.75624356739272,1.56609685382544,-0.62414435775231,47609,6.56546687532603,1.91728701968705,-0.647686495967539,3834,27163593,0,9,9,10,0,Over.,1936,3,2010,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.271037847714947,0.0352040122076862,3442787.45247148,7.568379267836522
Hereafter,tt1212419,6.50740340865273,1.78629833959269,-0.562882224781755,6.50954623959805,1.7590793128764,-0.58254491896757,63690,6.49773242630386,1.90434433601882,-0.486774381306085,14112,32746941,0,5,3,5,1,WB,6,3,2010,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.257101359862214,0.0582632837202129,4150436.121673,1.791759469228055
The Back-up Plan,tt1212436,5.59197621830378,2.2929300952321,-0.0004761808135588,4.95681630729351,2.22336280270069,0.108406362051958,16974,6.07362401715511,2.22667427929055,-0.0772118101113475,22384,37490007,1,4,6,5,0,CBS,3280,2,2010,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18689974084049,0.168656943950404,4751585.17110266,8.09559870137819
